rule_id,table,columns,check,required,valid,tags,length,errorMessage
  File \"/opt/amazon/spark/python/lib/py4j-0.10.9.5-src.zip/py4j/java_gateway.py\", line 1321, in __call__
    return_value = get_return_value(
  File \"/opt/amazon/spark/python/lib/pyspark.zip/pyspark/sql/utils.py\", line 196, in deco
    raise converted from None
pyspark.sql.utils.AnalysisException: Table or view not found: TCORGDATA;
'UnresolvedRelation [TCORGDATA], [], false"
50,tc_part_type,PTORGDSID,length,0,0,,"{\"max\": 32}","Column(s) ['PTORGDSID'] missing. Table has the following columns: ['PARTTYPEID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'NSN', 'MATERIALASSETCODE', 'LEVEL1DESC', 'LEVEL2DESC', 'LEVEL3DESC', 'LEVEL4DESC', 'PRIMARYUSAGECOUNTER', 'PREFERREDSUPPORT', 'LEARCODE', 'FUELTYPE', 'ESPSPECIFIC', 'ESPCOMMON', 'EQUIPMENTFAMILYGROUP', 'EQUIPMENTCATEGORY', 'EQUIPMENTTYPE', 'EQUIPMENTHEIGHT', 'EQUIPMENTWIDTH', 'DESIGNGROSSVEHWEIGHT', 'EQUIPWEIGHTTYPE', 'EQUIPMENTUNLADENWEIGHT', 'PROJECTTEAMNAME', 'PROJECTTEAMUIN', 'SPARECOST', 'EQUIPMENTLENGTH', 'IPTUIN', 'GROSSTAREWEIGHT', 'MAXAUTHMASS', 'UNLADENWEIGHT', 'COMMONESPNUMBER', 'EQUIPSUPPORTPUBNUMBER', 'LEARCODEDESCRIPTION', 'SUPPORTDETAILS', 'PARTTYPE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'DESIGNGROSSVEHICLEWEIGHT', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
33,tc_part_type,PTUIN,length,0,0,,"{\"max\": 6}","Column(s) ['PTUIN'] missing. Table has the following columns: ['PARTTYPEID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'NSN', 'MATERIALASSETCODE', 'LEVEL1DESC', 'LEVEL2DESC', 'LEVEL3DESC', 'LEVEL4DESC', 'PRIMARYUSAGECOUNTER', 'PREFERREDSUPPORT', 'LEARCODE', 'FUELTYPE', 'ESPSPECIFIC', 'ESPCOMMON', 'EQUIPMENTFAMILYGROUP', 'EQUIPMENTCATEGORY', 'EQUIPMENTTYPE', 'EQUIPMENTHEIGHT', 'EQUIPMENTWIDTH', 'DESIGNGROSSVEHWEIGHT', 'EQUIPWEIGHTTYPE', 'EQUIPMENTUNLADENWEIGHT', 'PROJECTTEAMNAME', 'PROJECTTEAMUIN', 'SPARECOST', 'EQUIPMENTLENGTH', 'IPTUIN', 'GROSSTAREWEIGHT', 'MAXAUTHMASS', 'UNLADENWEIGHT', 'COMMONESPNUMBER', 'EQUIPSUPPORTPUBNUMBER', 'LEARCODEDESCRIPTION', 'SUPPORTDETAILS', 'PARTTYPE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'DESIGNGROSSVEHICLEWEIGHT', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
52,tc_part_type,TESTCLASS,length,0,0,,"{\"max\": 255}","Column(s) ['TESTCLASS'] missing. Table has the following columns: ['PARTTYPEID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'NSN', 'MATERIALASSETCODE', 'LEVEL1DESC', 'LEVEL2DESC', 'LEVEL3DESC', 'LEVEL4DESC', 'PRIMARYUSAGECOUNTER', 'PREFERREDSUPPORT', 'LEARCODE', 'FUELTYPE', 'ESPSPECIFIC', 'ESPCOMMON', 'EQUIPMENTFAMILYGROUP', 'EQUIPMENTCATEGORY', 'EQUIPMENTTYPE', 'EQUIPMENTHEIGHT', 'EQUIPMENTWIDTH', 'DESIGNGROSSVEHWEIGHT', 'EQUIPWEIGHTTYPE', 'EQUIPMENTUNLADENWEIGHT', 'PROJECTTEAMNAME', 'PROJECTTEAMUIN', 'SPARECOST', 'EQUIPMENTLENGTH', 'IPTUIN', 'GROSSTAREWEIGHT', 'MAXAUTHMASS', 'UNLADENWEIGHT', 'COMMONESPNUMBER', 'EQUIPSUPPORTPUBNUMBER', 'LEARCODEDESCRIPTION', 'SUPPORTDETAILS', 'PARTTYPE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'DESIGNGROSSVEHICLEWEIGHT', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
855,tc_repair_acts,DELIVERY_CODE,length,0,0,ADW-ICD-1.8,"{\"max\": 6}","Column(s) ['DELIVERY_CODE'] missing. Table has the following columns: ['REPAIRACTIONID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'RASTARTDATE', 'REPAIRACTIONCOMPLETIONDATE', 'CANDIDATESRAFLAG', 'REPAIREDDURINGINSPECTION', 'SYSTEM', 'SUBSYSTEM', 'REPAIRSECTION', 'REPAIRSECTIONLOCATION', 'PLANNEDSTARTDATE', 'PLANNEDENDDATE', 'INSPECTIONRESULT', 'WORKSTATUS', 'RATYPE', 'RAREPAIRLEVEL', 'RACONDITION', 'REPAIRACTIONCOMMENTS', 'DELETEFLAG', 'LASTQUERIEDDATE', 'FAULTID', 'REPAIRACTIONDESCRIPTION', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
857,tc_repair_acts,STANDARD_RAC_DESCRIPTION,length,0,0,ADW-ICD-1.8,"{\"max\": 200}","Column(s) ['STANDARD_RAC_DESCRIPTION'] missing. Table has the following columns: ['REPAIRACTIONID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'RASTARTDATE', 'REPAIRACTIONCOMPLETIONDATE', 'CANDIDATESRAFLAG', 'REPAIREDDURINGINSPECTION', 'SYSTEM', 'SUBSYSTEM', 'REPAIRSECTION', 'REPAIRSECTIONLOCATION', 'PLANNEDSTARTDATE', 'PLANNEDENDDATE', 'INSPECTIONRESULT', 'WORKSTATUS', 'RATYPE', 'RAREPAIRLEVEL', 'RACONDITION', 'REPAIRACTIONCOMMENTS', 'DELETEFLAG', 'LASTQUERIEDDATE', 'FAULTID', 'REPAIRACTIONDESCRIPTION', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
856,tc_repair_acts,STANDARD_REPAIR_ACTION_ID,length,0,0,ADW-ICD-1.8,"{\"max\": 32}","Column(s) ['STANDARD_REPAIR_ACTION_ID'] missing. Table has the following columns: ['REPAIRACTIONID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'RASTARTDATE', 'REPAIRACTIONCOMPLETIONDATE', 'CANDIDATESRAFLAG', 'REPAIREDDURINGINSPECTION', 'SYSTEM', 'SUBSYSTEM', 'REPAIRSECTION', 'REPAIRSECTIONLOCATION', 'PLANNEDSTARTDATE', 'PLANNEDENDDATE', 'INSPECTIONRESULT', 'WORKSTATUS', 'RATYPE', 'RAREPAIRLEVEL', 'RACONDITION', 'REPAIRACTIONCOMMENTS', 'DELETEFLAG', 'LASTQUERIEDDATE', 'FAULTID', 'REPAIRACTIONDESCRIPTION', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
806,tc_work_requests,ALT_REPAIR_ORGANISATION,length,0,0,ADW-ICD-1.8,"{\"max\": 60}","Column(s) ['ALT_REPAIR_ORGANISATION'] missing. Table has the following columns: ['FAULTID', 'WORKREQUESTID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'WORKREQUESTCLOSEDDATE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'REPAIRORGANISATION', 'JOBCARDSTATUS', 'REQUIREDBYDATE', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
807,tc_work_requests,ALT_REPAIR_ORGANISATION_ID,length,0,0,ADW-ICD-1.8,"{\"max\": 32}","Column(s) ['ALT_REPAIR_ORGANISATION_ID'] missing. Table has the following columns: ['FAULTID', 'WORKREQUESTID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'WORKREQUESTCLOSEDDATE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'REPAIRORGANISATION', 'JOBCARDSTATUS', 'REQUIREDBYDATE', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
805,tc_work_requests,REPAIR_ORGANISATION_ID,length,0,0,ADW-ICD-1.8,"{\"max\": 32}","Column(s) ['REPAIR_ORGANISATION_ID'] missing. Table has the following columns: ['FAULTID', 'WORKREQUESTID', 'EDWSOFT_DEL_IND', 'EDWEFFECTIVEFROMTS', 'EDWSTG_ROW_OP', 'LFDWENDDATE', 'WORKREQUESTCLOSEDDATE', 'DELETEFLAG', 'LASTQUERIEDDATE', 'REPAIRORGANISATION', 'JOBCARDSTATUS', 'REQUIREDBYDATE', 'LFDWID', 'LFDWSARTDATE', 'EDWEFFECTIVETOTS', 'EDWLOADTS', 'EDWSEQ_NO']"
