,db,table,column,completeness,dataType,dataTypeBool,dataTypeFloat,dataTypeInt,dataTypeStr,dataTypeUnknown,distinctValues,min,max,stdDev,hist,hasHist
461,GoldESP,DATA_SECURITY_ENTRIES,EDWSEQ_NO,1.0,Integral,0,0,0,0,0,1,1.0,1.0,0.0,"[{""value"":""1"",""count"":1200,""ratio"":1.0}]",True
462,GoldESP,DATA_SECURITY_ENTRIES,EDWSOFT_DEL_IND,1.0,Integral,0,0,0,0,0,1,0.0,0.0,0.0,"[{""value"":""0"",""count"":1200,""ratio"":1.0}]",True
463,GoldESP,DATA_SECURITY_ENTRIES,EDWSTG_ROW_OP,1.0,Integral,0,0,0,0,0,1,1.0,1.0,0.0,"[{""value"":""1"",""count"":1200,""ratio"":1.0}]",True
464,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_CONTRACT_REASSIGN,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
465,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_CONTRACT_TRANSFER,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
466,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_ISSUES_DISPOSITIONS,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
467,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_ORDERING,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
468,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_OTHER_TRANSACTIONS,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
469,GoldESP,DATA_SECURITY_ENTRIES,FREEZE_RECEIVING,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""F"",""count"":1200,""ratio"":1.0}]",True
470,GoldESP,DATA_SECURITY_ENTRIES,PROFILE_NAME,1.0,String,0,0,0,1200,0,1,,,,"[{""value"":""ENQUIRY"",""count"":1200,""ratio"":1.0}]",True
471,GoldESP,DATA_SECURITY_ENTRIES,SEGREGATION_CODE,1.0,String,0,0,0,1200,0,1155,,,,,False
472,GoldESP,DATA_SECURITY_PROFILES,CREATED_BY,1.0,String,0,0,0,2,0,2,,,,"[{""value"":""ROOTUSER"",""count"":1,""ratio"":0.5},{""value"":""GOODPROF"",""count"":1,""ratio"":0.5}]",True
473,GoldESP,DATA_SECURITY_PROFILES,CREATED_ON,1.0,String,0,0,0,2,0,2,,,,"[{""value"":""05-JUL-05"",""count"":1,""ratio"":0.5},{""value"":""29-JUN-18"",""count"":1,""ratio"":0.5}]",True
474,GoldESP,DATA_SECURITY_PROFILES,DESCRIPTION,1.0,String,0,0,0,2,0,2,,,,"[{""value"":""\""On central/hiccent gives enquiry access to all seg codes (seg_code_visible flag \""\""F\""\"" not \""\""T\""\"")\"""",""count"":1,""ratio"":0.5},{""value"":""\""CAN_TRANSACT=\""\""False\""\"" on all seg codes (so seg_code_visible flag \""\""T\""\"" not \""\""F\""\"")\"""",""count"":1,""ratio"":0.5}]",True
475,GoldESP,DATA_SECURITY_PROFILES,EDWEFFECTIVEFROMTS,1.0,String,0,0,0,2,0,1,,,,"[{""value"":""16-DEC-20"",""count"":2,""ratio"":1.0}]",True
476,GoldESP,DATA_SECURITY_PROFILES,EDWEFFECTIVETOTS,0.0,Unknown,0,0,0,0,2,0,,,,,False
477,GoldESP,DATA_SECURITY_PROFILES,EDWLOADTS,1.0,String,0,0,0,2,0,1,,,,"[{""value"":""16-DEC-20"",""count"":2,""ratio"":1.0}]",True
478,GoldESP,DATA_SECURITY_PROFILES,EDWSEQ_NO,1.0,Integral,0,0,0,0,0,1,1.0,1.0,0.0,"[{""value"":""1"",""count"":2,""ratio"":1.0}]",True
479,GoldESP,DATA_SECURITY_PROFILES,EDWSOFT_DEL_IND,1.0,Integral,0,0,0,0,0,1,0.0,0.0,0.0,"[{""value"":""0"",""count"":2,""ratio"":1.0}]",True
480,GoldESP,DATA_SECURITY_PROFILES,EDWSTG_ROW_OP,1.0,Integral,0,0,0,0,0,1,1.0,1.0,0.0,"[{""value"":""1"",""count"":2,""ratio"":1.0}]",True
481,GoldESP,DATA_SECURITY_PROFILES,LAST_CHANGED_BY,0.5,String,0,0,0,1,1,1,,,,"[{""value"":""NullValue"",""count"":1,""ratio"":0.5},{""value"":""GOODPROF"",""count"":1,""ratio"":0.5}]",True
482,GoldESP,DATA_SECURITY_PROFILES,LAST_CHANGED_ON,0.5,String,0,0,0,1,1,1,,,,"[{""value"":""04-MAY-18"",""count"":1,""ratio"":0.5},{""value"":""NullValue"",""count"":1,""ratio"":0.5}]",True
483,GoldESP,DATA_SECURITY_PROFILES,PROFILE_NAME,1.0,String,0,0,0,2,0,2,,,,"[{""value"":""BYPASS"",""count"":1,""ratio"":0.5},{""value"":""ENQUIRY"",""count"":1,""ratio"":0.5}]",True
484,GoldESP,DATA_SECURITY_PROFILES,SEGREGATION_CODE_VISIBLE,1.0,String,0,0,0,2,0,2,,,,"[{""value"":""T"",""count"":1,""ratio"":0.5},{""value"":""F"",""count"":1,""ratio"":0.5}]",True
485,GoldESP,DEFAULT_AUTH_REQUIREMENTS,AUTH_ID,1.0,String,0,0,0,153,0,6,,,,"[{""value"":""MAMP-B213"",""count"":38,""ratio"":0.24836601},{""value"":""MAMP-C318"",""count"":38,""ratio"":0.24836601},{""value"":""MAMP-C317"",""count"":38,""ratio"":0.24836601},{""value"":""MAMP-B214"",""count"":37,""ratio"":0.24183007},{""value"":""MAMP-D406"",""count"":1,""ratio"":0.006535948},{""value"":""MAMP-E507"",""count"":1,""ratio"":0.006535948}]",True
486,GoldESP,DEFAULT_AUTH_REQUIREMENTS,CREATED_BY,1.0,String,0,0,0,153,0,1,,,,"[{""value"":""HOLMESG105"",""count"":153,""ratio"":1.0}]",True
487,GoldESP,DEFAULT_AUTH_REQUIREMENTS,CREATED_ON,1.0,String,0,0,0,153,0,2,,,,"[{""value"":""10-MAY-22"",""count"":76,""ratio"":0.49673203},{""value"":""09-MAY-22"",""count"":77,""ratio"":0.503268}]",True
488,GoldESP,DEFAULT_AUTH_REQUIREMENTS,DEFAULT_WORK_STEP_ID,1.0,String,0,0,0,153,0,39,,,,"[{""value"":""ASE1D767627-102D-4468-AB0E-B7AA17109111"",""count"":4,""ratio"":0.026143791},{""value"":""ASE1B0865A6-28A7-4364-AB4F-549035D3F784"",""count"":4,""ratio"":0.026143791},{""value"":""ASEA0FCF5E3-B85A-4EAE-9DCD-071A8E312D67"",""count"":4,""ratio"":0.026143791},{""value"":""ASE2B6D586F-1F77-4C57-A7C4-BFE656D09EB5"",""count"":4,""ratio"":0.026143791},{""value"":""ASED0C6CBE8-E7C9-46A7-BBFE-6F74C79129C7"",""count"":4,""ratio"":0.026143791},{""value"":""ASEC9F2AD17-A20A-4A85-998F-31873F1F4C2E"",""count"":4,""ratio"":0.026143791},{""value"":""ASE8C72C1B4-4BB0-4825-9FDF-B8FA3A07E916"",""count"":4,""ratio"":0.026143791},{""value"":""ASE7A605F07-E0FC-499B-9C3C-A75E4F89F700"",""count"":4,""ratio"":0.026143791},{""value"":""ASE3EE94C19-D56B-4434-BBDB-3453DC7E2E8B"",""count"":4,""ratio"":0.026143791},{""value"":""ASEDC962DB3-F226-4FD0-842E-5763777A07E6"",""count"":4,""ratio"":0.026143791},{""value"":""ASE7BE3C6DF-7D48-4EF8-A7A6-A06EDEFFCE99"",""count"":4,""ratio"":0.026143791},{""value"":""ASEB5EF3895-DE58-4352-903E-D8135A380592"",""count"":4,""ratio"":0.026143791},{""value"":""ASEDD28C7A9-C2BF-43B7-BD90-436433CE246A"",""count"":4,""ratio"":0.026143791},{""value"":""ASECFA6998B-5FF8-439D-8E7D-7265A1301960"",""count"":4,""ratio"":0.026143791},{""value"":""ASEA5BD4594-1BC1-4BE9-B3CA-15473DF18E24"",""count"":4,""ratio"":0.026143791},{""value"":""ASEF8742753-9F3A-4FCB-8A50-9C6491099A9E"",""count"":4,""ratio"":0.026143791},{""value"":""ASEA5B9B10B-1AE0-4D35-A736-9E48F6EACA95"",""count"":4,""ratio"":0.026143791},{""value"":""ASEE307A11D-68E5-46AE-971F-FB0482BE6A2A"",""count"":4,""ratio"":0.026143791},{""value"":""ASEB96B7CC3-F068-4BD4-AEA6-16FF155F3223"",""count"":4,""ratio"":0.026143791},{""value"":""ASE691D32BD-CC78-479C-9236-03D7DF818EFC"",""count"":4,""ratio"":0.026143791},{""value"":""ASE75224756-63C5-4CCA-9FEE-105DFEFE710E"",""count"":4,""ratio"":0.026143791},{""value"":""ASE9E559CC5-B516-4876-B382-993DFA14D0D1"",""count"":4,""ratio"":0.026143791},{""value"":""ASED4446745-FA8F-4BE9-8221-E3BE7EE81380"",""count"":4,""ratio"":0.026143791},{""value"":""ASE90F4CAD6-5501-43B1-A7D2-05A90761B43B"",""count"":4,""ratio"":0.026143791},{""value"":""ASEA35ABEFB-E8A6-43CC-8BD4-CD735D5196B9"",""count"":4,""ratio"":0.026143791},{""value"":""ASE071AB700-E997-4A31-84CE-E564480F71BA"",""count"":4,""ratio"":0.026143791},{""value"":""ASE8FD9F8FB-919D-4FAC-AE41-E284CEE6F528"",""count"":4,""ratio"":0.026143791},{""value"":""ASE0655B906-7E13-4576-BCCB-E7363204AEFD"",""count"":3,""ratio"":0.019607844},{""value"":""ASEBA239615-A5EC-4DC6-8593-EB681A0C5510"",""count"":4,""ratio"":0.026143791},{""value"":""ASE169D3C78-F343-43C8-A83B-58B64902A725"",""count"":4,""ratio"":0.026143791},{""value"":""ASE110A5BC0-7C21-409E-8955-92069B26D8BD"",""count"":2,""ratio"":0.013071896},{""value"":""ASEE7A608E9-20C9-410D-A3E7-1D4F48940A52"",""count"":4,""ratio"":0.026143791},{""value"":""ASE743625CC-5A54-481F-883D-644CDE841726"",""count"":4,""ratio"":0.026143791},{""value"":""ASE542C1A8B-0F78-4C32-A6F8-7CC62C7953DB"",""count"":4,""ratio"":0.026143791},{""value"":""ASE7A6599D4-F1C5-4EE6-8361-6A3A42C4C65E"",""count"":4,""ratio"":0.026143791},{""value"":""ASEDD8DEB6A-1A2A-4694-B51F-D4174923BB58"",""count"":4,""ratio"":0.026143791},{""value"":""ASEC04976B1-60D1-4A22-834F-1DFE86889706"",""count"":4,""ratio"":0.026143791},{""value"":""ASE9E3896C8-B754-4AAB-93D5-71561B81B621"",""count"":4,""ratio"":0.026143791},{""value"":""ASEA0CB6EBB-7C23-4D5C-9E75-0C0C9AC5B224"",""count"":4,""ratio"":0.026143791}]",True
489,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWEFFECTIVEFROMTS,1.0,String,0,0,0,153,0,2,,,,"[{""value"":""10-MAY-22"",""count"":76,""ratio"":0.49673203},{""value"":""09-MAY-22"",""count"":77,""ratio"":0.503268}]",True
490,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWEFFECTIVETOTS,0.0,Unknown,0,0,0,0,153,0,,,,,False
491,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWLOADTS,1.0,String,0,0,0,153,0,2,,,,"[{""value"":""10-MAY-22"",""count"":76,""ratio"":0.49673203},{""value"":""09-MAY-22"",""count"":77,""ratio"":0.503268}]",True
492,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWSEQ_NO,1.0,Integral,0,0,0,0,0,3,1.0,5.0,0.5502631419568415,"[{""value"":""5"",""count"":2,""ratio"":0.013071896},{""value"":""1"",""count"":147,""ratio"":0.9607843},{""value"":""3"",""count"":4,""ratio"":0.026143791}]",True
493,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWSOFT_DEL_IND,1.0,Integral,0,0,0,0,0,1,0.0,0.0,0.0,"[{""value"":""0"",""count"":153,""ratio"":1.0}]",True
494,GoldESP,DEFAULT_AUTH_REQUIREMENTS,EDWSTG_ROW_OP,1.0,Integral,0,0,0,0,0,1,1.0,1.0,0.0,"[{""value"":""1"",""count"":153,""ratio"":1.0}]",True
495,GoldESP,DEFAULT_AUTH_REQUIREMENTS,LAST_CHANGED_BY,0.0,Unknown,0,0,0,0,153,0,,,,,False
496,GoldESP,DEFAULT_AUTH_REQUIREMENTS,LAST_CHANGED_ON,0.0,Unknown,0,0,0,0,153,0,,,,,False
497,GoldESP,DEFAULT_AUTH_REQUIREMENTS,SEQUENCE_NO,1.0,Integral,0,0,0,0,0,2,1.0,2.0,0.49998932023281784,"[{""value"":""1"",""count"":77,""ratio"":0.503268},{""value"":""2"",""count"":76,""ratio"":0.49673203}]",True
498,GoldESP,DEFAULT_AUTH_REQUIREMENTS,VERSION_NUMBER,1.0,Integral,0,0,0,0,0,3,1.0,5.0,0.5502631419568415,"[{""value"":""5"",""count"":2,""ratio"":0.013071896},{""value"":""3"",""count"":4,""ratio"":0.026143791},{""value"":""1"",""count"":147,""ratio"":0.9607843}]",True
499,GoldESP,DEFAULT_COMMENTS,COMMENTS,0.0454309,String,0,0,1,261,5505,216,,,,,False
500,GoldESP,DEFAULT_COMMENTS,COMMENT_TYPE_CODE,0.0041616093,String,0,0,0,24,5743,15,,,,"[{""value"":"" AL   ."",""count"":1,""ratio"":1.7340037E-4},{""value"":"" NO 1 MK2 ORANGE    |                 |              |"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" WC103 & 104"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" Table 2.2.19-2"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" CYCLIC=HIGH"",""count"":2,""ratio"":3.4680075E-4},{""value"":""NullValue"",""count"":5743,""ratio"":0.9958384},{""value"":"" THE TEST BED INDICATORS AND GAUGES"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" SFC      G/KW/HR"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" BL        |                                                       |"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" Table 2.2.19-2\"""",""count"":4,""ratio"":6.936015E-4},{""value"":"" WC101"",""count"":4,""ratio"":6.936015E-4},{""value"":"" OP 1"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" ZERO FLAP TOOL FITTED"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" CHAPTER 1.6.4 SHOULD BE FOLLOWED TO DESPATCH IT TO 'DUMP'\"""",""count"":1,""ratio"":1.7340037E-4},{""value"":"" PARA 170-171"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" SINGLE STAR"",""count"":3,""ratio"":5.2020117E-4}]",True
501,GoldESP,DEFAULT_COMMENTS,DEFAULT_REMARK_NAME,1.0,String,0,0,0,5767,0,3190,,,,,False
502,GoldESP,DEFAULT_COMMENTS,EDWEFFECTIVEFROMTS,0.045951102,String,0,0,0,265,5502,26,,,,"[{""value"":""04-FEB-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""16-DEC-20"",""count"":233,""ratio"":0.04040229},{""value"":""04-APR-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""18-MAY-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""07-OCT-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""NullValue"",""count"":5502,""ratio"":0.9540489},{""value"":"" AL5. OUTPUT COUPLING DRIVE"",""count"":1,""ratio"":1.7340037E-4},{""value"":""09-JUN-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""22-APR-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""07-MAR-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""02-NOV-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""30-NOV-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""01-JUN-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""04-JUL-23"",""count"":2,""ratio"":3.4680075E-4},{""value"":""11-MAR-22"",""count"":4,""ratio"":6.936015E-4},{""value"":""05-MAY-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""23-AUG-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""09-FEB-22"",""count"":2,""ratio"":3.4680075E-4},{""value"":""194-204"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" AL5."",""count"":1,""ratio"":1.7340037E-4},{""value"":""04-JAN-23"",""count"":2,""ratio"":3.4680075E-4},{""value"":""16-JAN-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""28-NOV-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""06-MAY-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""10-JAN-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""22-AUG-22"",""count"":2,""ratio"":3.4680075E-4},{""value"":""27-JAN-22"",""count"":1,""ratio"":1.7340037E-4}]",True
503,GoldESP,DEFAULT_COMMENTS,EDWEFFECTIVETOTS,0.00017340037,String,0,0,0,1,5766,1,,,,"[{""value"":"" AL23."",""count"":1,""ratio"":1.7340037E-4},{""value"":""NullValue"",""count"":5766,""ratio"":0.9998266}]",True
504,GoldESP,DEFAULT_COMMENTS,EDWLOADTS,0.0454309,String,0,0,0,262,5505,22,,,,"[{""value"":""16-DEC-20"",""count"":233,""ratio"":0.04040229},{""value"":""04-APR-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""18-MAY-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""07-OCT-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""28-JAN-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""05-JAN-23"",""count"":2,""ratio"":3.4680075E-4},{""value"":""NullValue"",""count"":5505,""ratio"":0.9545691},{""value"":""11-JAN-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""29-NOV-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""01-DEC-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""09-JUN-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""10-FEB-22"",""count"":2,""ratio"":3.4680075E-4},{""value"":""12-MAR-22"",""count"":4,""ratio"":6.936015E-4},{""value"":""01-JUN-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""04-JUL-23"",""count"":2,""ratio"":3.4680075E-4},{""value"":""05-FEB-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""05-MAY-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""23-AUG-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""23-APR-21"",""count"":1,""ratio"":1.7340037E-4},{""value"":""08-MAR-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""06-MAY-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""03-NOV-22"",""count"":1,""ratio"":1.7340037E-4},{""value"":""17-JAN-23"",""count"":1,""ratio"":1.7340037E-4},{""value"":""22-AUG-22"",""count"":2,""ratio"":3.4680075E-4}]",True
505,GoldESP,DEFAULT_COMMENTS,EDWSEQ_NO,0.0454309,Integral,0,0,0,0,0,6,1.0,6.0,0.7441182062687666,"[{""value"":""4"",""count"":4,""ratio"":6.936015E-4},{""value"":""NullValue"",""count"":5505,""ratio"":0.9545691},{""value"":""5"",""count"":4,""ratio"":6.936015E-4},{""value"":""6"",""count"":1,""ratio"":1.7340037E-4},{""value"":""1"",""count"":241,""ratio"":0.04178949},{""value"":""2"",""count"":6,""ratio"":0.0010404023},{""value"":""3"",""count"":6,""ratio"":0.0010404023}]",True
506,GoldESP,DEFAULT_COMMENTS,EDWSOFT_DEL_IND,0.0454309,Integral,0,0,0,0,0,1,0.0,0.0,0.0,"[{""value"":""NullValue"",""count"":5505,""ratio"":0.9545691},{""value"":""0"",""count"":262,""ratio"":0.0454309}]",True
507,GoldESP,DEFAULT_COMMENTS,EDWSTG_ROW_OP,0.0454309,Integral,0,0,0,0,0,2,1.0,2.0,0.27152941086767046,"[{""value"":""2"",""count"":21,""ratio"":0.003641408},{""value"":""1"",""count"":241,""ratio"":0.04178949},{""value"":""NullValue"",""count"":5505,""ratio"":0.9545691}]",True
508,GoldESP,DEFAULT_COMMENTS,LAST_CHANGED_ON,0.051673315,String,0,0,0,298,5469,196,,,,,False
509,GoldESP,DEFAULT_COMMENTS,VERSION_NUMBER,0.047338303,String,0,0,262,11,5494,18,,,,"[{""value"":"" GREEN   |                 |              |"",""count"":1,""ratio"":1.7340037E-4},{""value"":""4"",""count"":4,""ratio"":6.936015E-4},{""value"":""11"",""count"":1,""ratio"":1.7340037E-4},{""value"":""NullValue"",""count"":5494,""ratio"":0.9526617},{""value"":""5"",""count"":5,""ratio"":8.670019E-4},{""value"":"" PARA 1-2.1(C)"",""count"":1,""ratio"":1.7340037E-4},{""value"":""174-176"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" PART A"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" PART B"",""count"":1,""ratio"":1.7340037E-4},{""value"":""6"",""count"":4,""ratio"":6.936015E-4},{""value"":""1"",""count"":234,""ratio"":0.04057569},{""value"":"" NFG DISCONNECTED &"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" AL5."",""count"":1,""ratio"":1.7340037E-4},{""value"":""2"",""count"":8,""ratio"":0.001387203},{""value"":""  No1 RED   | *  : *"",""count"":1,""ratio"":1.7340037E-4},{""value"":"" YELLOW  |                 |              |"",""count"":1,""ratio"":1.7340037E-4},{""value"":""3"",""count"":6,""ratio"":0.0010404023},{""value"":"" RED     |                 |              |"",""count"":1,""ratio"":1.7340037E-4},{""value"":""  NO1 RED   | *  : *"",""count"":1,""ratio"":1.7340037E-4}]",True
510,GoldESP,DEFAULT_PART_REQUESTS,ALLOW_ALTERNATES,0.01754386,String,0,0,0,2,112,1,,,,"[{""value"":""NullValue"",""count"":112,""ratio"":0.98245615},{""value"":""F"",""count"":2,""ratio"":0.01754386}]",True
511,GoldESP,DEFAULT_PART_REQUESTS,BENCH_STOCK_ID,0.0,Unknown,0,0,0,0,114,0,,,,,False
512,GoldESP,DEFAULT_PART_REQUESTS,CAGE,1.0,String,0,0,14,100,0,43,,,,"[{""value"":""C4751"",""count"":2,""ratio"":0.01754386},{""value"":""0AK42"",""count"":6,""ratio"":0.05263158},{""value"":""D8435"",""count"":1,""ratio"":0.00877193},{""value"":""F8166"",""count"":1,""ratio"":0.00877193},{""value"":""K3891"",""count"":2,""ratio"":0.01754386},{""value"":""U8F34"",""count"":1,""ratio"":0.00877193},{""value"":""76005"",""count"":1,""ratio"":0.00877193},{""value"":""D1180"",""count"":1,""ratio"":0.00877193},{""value"":""0H015"",""count"":2,""ratio"":0.01754386},{""value"":""KC4P9"",""count"":1,""ratio"":0.00877193},{""value"":""K0063"",""count"":1,""ratio"":0.00877193},{""value"":""U3361"",""count"":7,""ratio"":0.06140351},{""value"":""AJ712"",""count"":1,""ratio"":0.00877193},{""value"":""U0795"",""count"":1,""ratio"":0.00877193},{""value"":""96906"",""count"":3,""ratio"":0.02631579},{""value"":""U3989"",""count"":2,""ratio"":0.01754386},{""value"":""A0359"",""count"":2,""ratio"":0.01754386},{""value"":""80205"",""count"":4,""ratio"":0.03508772},{""value"":""K6360"",""count"":2,""ratio"":0.01754386},{""value"":""CB880"",""count"":3,""ratio"":0.02631579},{""value"":""F0423"",""count"":1,""ratio"":0.00877193},{""value"":""U7272"",""count"":2,""ratio"":0.01754386},{""value"":""09004"",""count"":1,""ratio"":0.00877193},{""value"":""S0123"",""count"":16,""ratio"":0.14035088},{""value"":""KF118"",""count"":1,""ratio"":0.00877193},{""value"":""F9151"",""count"":2,""ratio"":0.01754386},{""value"":""KC3S3"",""count"":4,""ratio"":0.03508772},{""value"":""C2285"",""count"":2,""ratio"":0.01754386},{""value"":""59656"",""count"":3,""ratio"":0.02631579},{""value"":""24161"",""count"":2,""ratio"":0.01754386},{""value"":""U2585"",""count"":1,""ratio"":0.00877193},{""value"":""K0065"",""count"":11,""ratio"":0.096491225},{""value"":""U7119"",""count"":1,""ratio"":0.00877193},{""value"":""0PGL6"",""count"":3,""ratio"":0.02631579},{""value"":""0N0N0"",""count"":1,""ratio"":0.00877193},{""value"":""4M310"",""count"":1,""ratio"":0.00877193},{""value"":""47WU2"",""count"":1,""ratio"":0.00877193},{""value"":""K0720"",""count"":2,""ratio"":0.01754386},{""value"":""KC034"",""count"":2,""ratio"":0.01754386},{""value"":""K4922"",""count"":2,""ratio"":0.01754386},{""value"":""KCZE6"",""count"":10,""ratio"":0.0877193},{""value"":""K5F40"",""count"":1,""ratio"":0.00877193}]",True
513,GoldESP,DEFAULT_PART_REQUESTS,CHARGE_TO_AWO,0.0,Unknown,0,0,0,0,114,0,,,,,False
514,GoldESP,DEFAULT_PART_REQUESTS,CREATED_BY,1.0,String,0,0,0,114,0,2,,,,"[{""value"":""EAMRW3B2"",""count"":82,""ratio"":0.71929824},{""value"":""EAMRW3B3"",""count"":32,""ratio"":0.28070176}]",True
515,GoldESP,DEFAULT_PART_REQUESTS,CREATED_ON,1.0,String,0,0,0,114,0,30,,,,"[{""value"":""09-SEP-11"",""count"":1,""ratio"":0.00877193},{""value"":""25-AUG-11"",""count"":8,""ratio"":0.07017544},{""value"":""30-AUG-11"",""count"":9,""ratio"":0.078947365},{""value"":""13-SEP-11"",""count"":2,""ratio"":0.01754386},{""value"":""06-SEP-11"",""count"":1,""ratio"":0.00877193},{""value"":""07-SEP-11"",""count"":5,""ratio"":0.04385965},{""value"":""01-FEB-12"",""count"":3,""ratio"":0.02631579},{""value"":""12-SEP-11"",""count"":3,""ratio"":0.02631579},{""value"":""03-JAN-12"",""count"":1,""ratio"":0.00877193},{""value"":""01-SEP-11"",""count"":6,""ratio"":0.05263158},{""value"":""06-FEB-12"",""count"":4,""ratio"":0.03508772},{""value"":""31-AUG-11"",""count"":6,""ratio"":0.05263158},{""value"":""20-MAR-13"",""count"":3,""ratio"":0.02631579},{""value"":""06-SEP-13"",""count"":1,""ratio"":0.00877193},{""value"":""04-SEP-13"",""count"":1,""ratio"":0.00877193},{""value"":""03-SEP-13"",""count"":2,""ratio"":0.01754386},{""value"":""03-APR-12"",""count"":2,""ratio"":0.01754386},{""value"":""09-AUG-11"",""count"":2,""ratio"":0.01754386},{""value"":""02-SEP-11"",""count"":6,""ratio"":0.05263158},{""value"":""19-DEC-11"",""count"":8,""ratio"":0.07017544},{""value"":""23-MAR-12"",""count"":1,""ratio"":0.00877193},{""value"":""22-MAR-13"",""count"":1,""ratio"":0.00877193},{""value"":""11-JUL-12"",""count"":2,""ratio"":0.01754386},{""value"":""02-FEB-12"",""count"":11,""ratio"":0.096491225},{""value"":""22-AUG-11"",""count"":6,""ratio"":0.05263158},{""value"":""04-APR-13"",""count"":1,""ratio"":0.00877193},{""value"":""12-JUL-12"",""count"":1,""ratio"":0.00877193},{""value"":""03-FEB-12"",""count"":4,""ratio"":0.03508772},{""value"":""09-FEB-12"",""count"":13,""ratio"":0.114035085}]",True
